15	11
0	24	45	1	0	0
1	8	13	2	9	0	0	0
1	24	13	2	9	0	0	0
1	40	13	2	9	0	0	0
1	8	29	2	9	0	0	0
1	24	29	2	9	0	0	0
1	40	29	2	9	0	0	0
1	8	61	2	9	0	0	0
1	24	61	2	9	0	0	0
1	40	61	2	9	0	0	0
1	8	77	2	9	0	0	0
1	24	77	2	9	0	0	0
1	40	77	2	9	0	0	0
1	8	93	2	9	0	0	0
1	72	29	2	9	0	0	0
1	88	29	2	9	0	0	0
1	104	29	2	9	0	0	0
1	72	45	2	9	0	0	0
1	88	45	2	9	0	0	0
1	104	45	2	9	0	0	0
1	72	61	2	9	0	0	0
1	88	61	2	9	0	0	0
1	104	61	2	9	0	0	0
1	88	93	2	9	0	0	0
1	104	93	2	9	0	0	0
1	120	93	2	9	0	0	0
1	136	29	2	9	0	0	0
1	152	29	2	9	0	0	0
1	168	29	2	9	0	1	0
1	200	13	2	9	0	1	0
1	216	13	2	9	0	1	0
1	200	29	2	9	0	1	0
1	216	29	2	9	0	1	0
1	200	45	2	9	0	1	0
1	216	45	2	9	0	1	0
1	136	61	2	9	0	0	0
1	152	61	2	9	0	0	0
1	168	61	2	9	0	1	0
1	184	61	2	9	0	1	0
1	200	61	2	9	0	1	0
1	216	61	2	9	0	1	0
1	136	77	2	9	0	0	0
1	152	77	2	9	0	0	0
1	216	77	2	9	0	1	0
1	216	93	2	9	0	1	0
1	216	109	2	9	0	1	0
1	216	125	2	9	0	1	1
1	216	141	2	9	0	1	1
1	200	90	2	10	0	1	0
